station_id,lat,lon,name,nobs,corr_d00,diff_d00,corr_d01,corr_analysis_d01,diff_d01,corr_d02,corr_analysis_d02,diff_d02,corr_d03,corr_analysis_d03,diff_d03,corr_d04,corr_analysis_d04,diff_d04,corr_d05,corr_analysis_d05,diff_d05,corr_d06,corr_analysis_d06,diff_d06,corr_d07,corr_analysis_d07,diff_d07,corr_d08,corr_analysis_d08,diff_d08
01001099999,70.9333333,-8.6666667,"JAN MAYEN NOR NAVY, NO",364.0,-0.2609528258995305,3.3179763500784927,-0.23795833055486285,0.9537816270712834,3.3243108555729943,-0.20551501587923457,0.9142505810599608,3.2301752452904284,-0.15800249437902097,0.858932646655656,3.1970478194058813,-0.16871227356494906,0.7910371399399801,3.2462022510868227,-0.2216353940315523,0.7466310008546644,3.293396953115572,-0.1307870693025473,0.6449720213780622,3.175874999999996,-0.0757218672309897,0.5167639147719043,3.100508850078497,0.03142784312359026,0.40277125430957206,2.915639158465169
01003099999,77.0,15.5,"HORNSUND, NO",353.0,-0.39139245791195876,10.005294012952529,-0.3811061394461012,0.975178361921338,10.00943142614098,-0.36826301509183507,0.9496564908686685,9.870611961094317,-0.3700805502578973,0.9102175108225975,9.841962630147103,-0.3286700678030937,0.8575923129988545,9.737587465110874,-0.294303819531516,0.7890047302271949,9.693190161224315,-0.2422760176981175,0.7122722611317294,9.481827465110877,-0.1919212595723446,0.6906647073952894,9.289039145326598,-0.0980195720276025,0.5636189087092193,8.850867033360363
01008099999,78.246111,15.465556,"LONGYEAR, SV",355.0,-0.5075345393147941,12.192840572267398,-0.4985396645471302,0.9730698210862639,12.090137832017449,-0.5111055953494896,0.9423079436484222,12.135143655941272,-0.49679608752388615,0.9125946393958752,11.986927034318576,-0.46321036871790483,0.8560906962399351,11.885751930172587,-0.44044543501419076,0.7955568848589887,11.829608310573295,-0.4167923716566438,0.7521959684447239,11.640802879111275,-0.3571758667039028,0.7028886825018668,11.472897352588767,-0.28270020600035856,0.6189565765137262,11.171536638762143
01010099999,69.2925,16.144167,"ANDOYA, NO",366.0,0.194051436224902,2.286718124160166,0.18865435148125193,0.9596176026770098,2.2521923476365333,0.18539285269752534,0.9403593212980484,2.258681961390304,0.17605366498652691,0.912521753099208,2.2943126414643618,0.16864516410690078,0.8558788102042022,2.313585237839281,0.14822726904968267,0.8424570894708857,2.3626524318432858,0.12212014590410813,0.7340461049767041,2.418270485831173,0.010286955075917691,0.669506861126458,2.6345703018901654,0.018707683485871294,0.5925200286453143,2.786816318194026
01015099999,69.6,17.8333333,"HEKKINGEN FYR, NO",238.0,-0.09903593612781096,4.209483319327752,-0.1030828338905305,0.959829373729506,4.086700468893477,-0.09785304353207583,0.930262472972952,4.0823300663795195,-0.06366433802280537,0.8908064387413648,4.016109071393295,-0.10112699875674379,0.8269904368830274,4.130981031000662,-0.04232686590337178,0.7529826889363139,4.034296022173588,-0.031703584152864464,0.6767933163136146,3.955166882635423,-0.09319622308333135,0.6283744379893597,4.19575161994212,-0.04383457210622436,0.5528740758138923,4.183320338606056
01023099999,69.055758,18.540356,"BARDUFOSS, NO",365.0,-0.2736079241435738,8.401164702270544,-0.2921280690852595,0.9553339359189155,8.518466271795788,-0.30190149864014426,0.9329345527878201,8.67797389153684,-0.2955314363442383,0.8845646112067315,8.567306017489186,-0.3098388056510387,0.8182994454501938,8.680081860311473,-0.2782311620359302,0.7220925469822121,8.798421313717357,-0.2495117510228767,0.6879616255210453,8.64394627765055,-0.2724133632410371,0.6062125263152397,8.545133267479793,-0.24401676642511275,0.499133888619749,8.52546331994742
01025099999,69.683333,18.918919,"TROMSO, NO",368.0,-0.1967587072815988,6.274193249645521,-0.2277101665021954,0.9652442465742329,6.356855343809054,-0.23612851955296332,0.9379297937790265,6.378463311968302,-0.23950450298422296,0.8897120514986525,6.406107619624265,-0.2835998726748194,0.81594022648633,6.65259154787923,-0.27556946199354276,0.7462443657758616,6.709806319411603,-0.2276573784722276,0.6868804709567026,6.487275809309991,-0.2575632481416109,0.6005670173844883,6.599579005936886,-0.24078360200841772,0.5502117431055091,6.518807969045343
01028099999,74.5166667,19.0166667,"BJORNOYA ISLAND, NO",366.0,-0.3184355760274515,4.8089669670638155,-0.32592658717769424,0.9732173685023524,4.813966070948666,-0.29423552332527564,0.9449848476344622,4.725222787333176,-0.28221083911534833,0.9036991623490878,4.692796067664023,-0.22219364106623266,0.7946466076580929,4.606189851294461,-0.20029009618997468,0.6947308083990884,4.626235179611229,-0.11980745903152185,0.6509583656136196,4.3557660109289715,-0.15087360460479032,0.5840471960185427,4.417022904535829,-0.12291080564484438,0.5438621422552518,4.318967033055633
01033099999,70.25,19.5,"TORSVAG FYR, NO",323.0,0.17910270901867997,2.2637833587976552,0.17804688952942394,0.9564971121972261,2.1765032031362415,0.1622988253734624,0.9317538520986578,2.176923657276508,0.16237041456702278,0.9077750121548303,2.2012145606686633,0.1563977869027515,0.8539844272083608,2.152318589462179,0.1480109495233295,0.8083172105797901,2.178027822561317,0.16537889330441932,0.7313399091750212,2.196677001025607,0.0721494827624266,0.6387056304312864,2.3943654228450386,0.09116097483989073,0.5473674771953837,2.462843222306365
01047099999,69.0166667,23.0666667,"KAUTOKEINO II, NO",338.0,-0.2873738080548075,10.27772889062008,-0.3275561985796256,0.9520355506605415,10.367027242743609,-0.335822998961578,0.930759272453044,10.435152059101584,-0.3133996167094442,0.8918151620395544,10.36933159185604,-0.2871210949160278,0.8364204807128545,10.45384218304682,-0.3651121234969042,0.7755675191558791,10.697896932880509,-0.3381436464022231,0.7063151096554788,10.669199116452521,-0.32586862437783015,0.6250350713229204,10.547985396869876,-0.24947713114420977,0.5233339480149096,10.298161656454617
